Employee_ID,Stress_Level,Hours_Worked_Per_Week,Sleep_Quality,Social_Isolation_Rating,Work_Life_Balance_Rating,Productivity_Change,Emotional_Exhaustion,Depersonalization,Reduced_Personal_Accomplishment,Burnout_Score
EMP0659,Low,55,Good,4,5,No Change,0.4375,0.375,0.5,0.4375
EMP0660,High,54,Good,5,4,Decrease,0.42500000000000004,0.625,1.0,0.6833333333333332
EMP0661,High,34,Poor,4,3,Increase,0.675,0.625,0.0,0.43333333333333335
EMP0662,Low,32,Average,2,1,Decrease,0.4,0.625,1.0,0.6749999999999999
EMP0663,Low,23,Good,4,5,Increase,0.03750000000000003,0.375,0.0,0.1375
EMP0664,High,22,Good,1,1,No Change,0.025000000000000022,0.5,0.5,0.3416666666666666
EMP0665,High,36,Poor,2,1,Decrease,0.7,0.625,1.0,0.775
EMP0666,Low,50,Poor,4,5,No Change,0.875,0.375,0.5,0.5833333333333334
EMP0667,High,36,Good,4,5,Increase,0.2,0.375,0.0,0.19166666666666665
EMP0668,Medium,39,Good,5,4,No Change,0.23750000000000004,0.625,0.5,0.45416666666666666
EMP0669,Medium,32,Good,4,5,No Change,0.15000000000000002,0.375,0.5,0.3416666666666666
EMP0670,Low,53,Good,2,2,No Change,0.4125000000000001,0.5,0.5,0.4708333333333334
EMP0671,Medium,57,Good,1,5,Decrease,0.4625,0.0,1.0,0.4875
EMP0672,High,25,Poor,4,4,Increase,0.5625,0.5,0.0,0.3541666666666667
EMP0673,Medium,25,Poor,2,3,Increase,0.5625,0.375,0.0,0.3125
EMP0674,Low,25,Poor,4,2,Decrease,0.5625,0.75,1.0,0.7708333333333334
EMP0675,High,52,Poor,3,4,Increase,0.9,0.375,0.0,0.425
EMP0676,Medium,44,Average,4,2,No Change,0.55,0.75,0.5,0.6
EMP0677,High,27,Average,5,1,Decrease,0.3375,1.0,1.0,0.7791666666666667
EMP0678,Medium,37,Poor,2,2,Increase,0.7125,0.5,0.0,0.4041666666666666
EMP0679,Medium,39,Average,2,3,Increase,0.48750000000000004,0.375,0.0,0.28750000000000003
EMP0680,Medium,40,Average,5,4,No Change,0.5,0.625,0.5,0.5416666666666666
EMP0681,High,60,Poor,4,5,No Change,1.0,0.375,0.5,0.625
EMP0682,Medium,53,Average,3,4,Increase,0.6625000000000001,0.375,0.0,0.3458333333333334
EMP0683,Medium,35,Poor,1,5,No Change,0.6875,0.0,0.5,0.3958333333333333
EMP0684,Medium,44,Average,4,4,No Change,0.55,0.5,0.5,0.5166666666666667
EMP0685,Medium,60,Good,2,1,Decrease,0.5,0.625,1.0,0.7083333333333334
EMP0686,High,27,Average,2,2,No Change,0.3375,0.5,0.5,0.4458333333333333
EMP0687,Low,39,Good,5,4,Increase,0.23750000000000004,0.625,0.0,0.28750000000000003
EMP0688,Low,31,Average,1,3,Increase,0.3875,0.25,0.0,0.2125
EMP0689,High,25,Average,3,4,Increase,0.3125,0.375,0.0,0.22916666666666666
EMP0690,Medium,21,Good,4,1,Decrease,0.012500000000000011,0.875,1.0,0.6291666666666667
EMP0691,Medium,49,Good,4,3,No Change,0.36250000000000004,0.625,0.5,0.49583333333333335
EMP0692,Low,54,Poor,4,3,Increase,0.925,0.625,0.0,0.5166666666666667
EMP0693,Medium,56,Average,5,5,No Change,0.7000000000000001,0.5,0.5,0.5666666666666668
EMP0694,Low,57,Average,1,5,Decrease,0.7125,0.0,1.0,0.5708333333333333
EMP0695,Low,43,Poor,1,3,Increase,0.7875,0.25,0.0,0.3458333333333334
EMP0696,Medium,59,Poor,4,5,Increase,0.9875,0.375,0.0,0.45416666666666666
EMP0697,Medium,44,Poor,3,1,Decrease,0.8,0.75,1.0,0.85
EMP0698,High,24,Poor,4,1,Decrease,0.55,0.875,1.0,0.8083333333333332
EMP0699,Medium,60,Good,4,3,No Change,0.5,0.625,0.5,0.5416666666666666
EMP0700,High,28,Good,3,3,Increase,0.10000000000000003,0.5,0.0,0.20000000000000004
EMP0701,Medium,42,Poor,1,3,Increase,0.775,0.25,0.0,0.3416666666666666
EMP0702,High,26,Average,5,2,No Change,0.325,0.875,0.5,0.5666666666666667
EMP0703,Medium,28,Poor,5,1,Increase,0.6000000000000001,1.0,0.0,0.5333333333333333
EMP0704,Medium,45,Average,5,1,Increase,0.5625,1.0,0.0,0.5208333333333334
EMP0705,Low,37,Good,1,2,Decrease,0.21250000000000002,0.375,1.0,0.5291666666666667
EMP0706,Low,31,Average,1,3,Increase,0.3875,0.25,0.0,0.2125
EMP0707,Medium,22,Average,2,2,Decrease,0.275,0.5,1.0,0.5916666666666667
EMP0708,Medium,48,Average,3,4,Decrease,0.6000000000000001,0.375,1.0,0.6583333333333333
EMP0709,Low,55,Average,5,3,Decrease,0.6875,0.75,1.0,0.8125
EMP0710,High,60,Good,1,4,Decrease,0.5,0.125,1.0,0.5416666666666666
EMP0711,High,40,Average,2,3,No Change,0.5,0.375,0.5,0.4583333333333333
EMP0712,Low,30,Poor,1,4,Increase,0.625,0.125,0.0,0.25
EMP0713,High,54,Poor,5,3,No Change,0.925,0.75,0.5,0.725
EMP0714,High,44,Poor,2,1,No Change,0.8,0.625,0.5,0.6416666666666667
EMP0715,Medium,43,Average,1,5,No Change,0.5375,0.0,0.5,0.3458333333333334
EMP0716,High,35,Good,2,4,No Change,0.1875,0.25,0.5,0.3125
EMP0717,High,27,Average,2,1,Increase,0.3375,0.625,0.0,0.32083333333333336
EMP0718,Medium,57,Average,2,3,Decrease,0.7125,0.375,1.0,0.6958333333333333
EMP0719,High,35,Poor,3,2,Decrease,0.6875,0.625,1.0,0.7708333333333334
EMP0720,Low,26,Average,1,5,Decrease,0.325,0.0,1.0,0.44166666666666665
EMP0721,Medium,38,Good,3,2,No Change,0.22500000000000003,0.625,0.5,0.45
EMP0722,Low,54,Average,5,5,No Change,0.675,0.5,0.5,0.5583333333333333
EMP0723,Medium,37,Good,5,4,No Change,0.21250000000000002,0.625,0.5,0.4458333333333333
EMP0724,Low,35,Good,1,2,Increase,0.1875,0.375,0.0,0.1875
EMP0725,High,51,Good,5,2,Decrease,0.38750000000000007,0.875,1.0,0.7541666666666668
EMP0726,Medium,56,Poor,3,4,No Change,0.9500000000000001,0.375,0.5,0.6083333333333334
EMP0727,Medium,59,Average,5,1,Increase,0.7375,1.0,0.0,0.5791666666666667
EMP0728,Low,28,Good,5,3,Increase,0.10000000000000003,0.75,0.0,0.2833333333333334
EMP0729,Medium,51,Average,1,2,Increase,0.6375000000000001,0.375,0.0,0.3375000000000001
EMP0730,Medium,45,Average,3,1,Decrease,0.5625,0.75,1.0,0.7708333333333334
EMP0731,High,23,Good,1,4,No Change,0.03750000000000003,0.125,0.5,0.22083333333333335
EMP0732,High,34,Average,2,2,No Change,0.42500000000000004,0.5,0.5,0.47500000000000003
EMP0733,Medium,34,Good,2,3,Decrease,0.17500000000000004,0.375,1.0,0.5166666666666667
EMP0734,High,31,Poor,3,5,Decrease,0.6375,0.25,1.0,0.6291666666666667
EMP0735,Medium,35,Average,1,3,Decrease,0.4375,0.25,1.0,0.5625
EMP0736,Low,32,Average,2,5,Decrease,0.4,0.125,1.0,0.5083333333333333
EMP0737,Medium,45,Good,5,4,No Change,0.3125,0.625,0.5,0.4791666666666667
EMP0738,High,45,Poor,1,4,Increase,0.8125,0.125,0.0,0.3125
EMP0739,Low,37,Poor,2,5,Decrease,0.7125,0.125,1.0,0.6124999999999999
EMP0740,Medium,41,Average,2,3,Decrease,0.5125000000000001,0.375,1.0,0.6291666666666668
EMP0741,Medium,59,Average,2,1,Increase,0.7375,0.625,0.0,0.45416666666666666
EMP0742,High,32,Good,4,3,Decrease,0.15000000000000002,0.625,1.0,0.5916666666666667
EMP0743,Medium,40,Average,1,5,Decrease,0.5,0.0,1.0,0.5
EMP0744,High,39,Poor,4,2,No Change,0.7375,0.75,0.5,0.6625
EMP0745,Medium,60,Poor,5,1,Increase,1.0,1.0,0.0,0.6666666666666666
EMP0746,Medium,28,Good,1,4,Increase,0.10000000000000003,0.125,0.0,0.07500000000000001
EMP0747,Medium,32,Average,2,1,Decrease,0.4,0.625,1.0,0.6749999999999999
EMP0748,High,56,Good,5,2,No Change,0.45000000000000007,0.875,0.5,0.6083333333333334
EMP0749,High,23,Poor,5,1,Decrease,0.5375000000000001,1.0,1.0,0.8458333333333333
EMP0750,Low,51,Poor,5,4,Decrease,0.8875000000000001,0.625,1.0,0.8375
EMP0751,Medium,32,Good,4,3,Increase,0.15000000000000002,0.625,0.0,0.25833333333333336
EMP0752,Medium,35,Poor,4,5,Increase,0.6875,0.375,0.0,0.3541666666666667
EMP0753,Medium,54,Average,3,5,No Change,0.675,0.25,0.5,0.47500000000000003
EMP0754,High,44,Average,3,2,Decrease,0.55,0.625,1.0,0.725
EMP0755,Low,36,Average,3,1,Decrease,0.45,0.75,1.0,0.7333333333333334
EMP0756,Medium,24,Poor,3,1,Increase,0.55,0.75,0.0,0.43333333333333335
EMP0757,Low,24,Poor,2,2,No Change,0.55,0.5,0.5,0.5166666666666667
EMP0758,Low,32,Good,1,3,Increase,0.15000000000000002,0.25,0.0,0.13333333333333333
EMP0759,Medium,21,Good,3,5,Increase,0.012500000000000011,0.25,0.0,0.08750000000000001
EMP0760,Medium,20,Good,2,5,Increase,0.0,0.125,0.0,0.041666666666666664
EMP0761,High,59,Poor,1,2,No Change,0.9875,0.375,0.5,0.6208333333333333
EMP0762,High,44,Good,2,1,Decrease,0.30000000000000004,0.625,1.0,0.6416666666666667
EMP0763,Low,57,Average,4,3,Decrease,0.7125,0.625,1.0,0.7791666666666667
EMP0764,Medium,56,Poor,3,1,Decrease,0.9500000000000001,0.75,1.0,0.9
EMP0765,Medium,51,Poor,3,1,Decrease,0.8875000000000001,0.75,1.0,0.8791666666666668
EMP0766,High,23,Average,4,2,Increase,0.28750000000000003,0.75,0.0,0.3458333333333334
EMP0767,Low,34,Average,2,5,Increase,0.42500000000000004,0.125,0.0,0.18333333333333335
EMP0768,Medium,45,Good,2,2,Decrease,0.3125,0.5,1.0,0.6041666666666666
EMP0769,Low,50,Good,2,4,No Change,0.375,0.25,0.5,0.375
EMP0770,Medium,27,Good,2,5,Increase,0.08750000000000002,0.125,0.0,0.07083333333333335
EMP0771,Low,60,Good,2,4,Decrease,0.5,0.25,1.0,0.5833333333333334
EMP0772,Medium,45,Good,5,1,Increase,0.3125,1.0,0.0,0.4375
EMP0773,Low,41,Good,1,3,Increase,0.26250000000000007,0.25,0.0,0.17083333333333336
EMP0774,Medium,25,Poor,1,1,Decrease,0.5625,0.5,1.0,0.6875
EMP0775,High,40,Good,2,2,Increase,0.25,0.5,0.0,0.25
EMP0776,Medium,58,Average,3,1,Increase,0.7250000000000001,0.75,0.0,0.4916666666666667
EMP0777,Medium,36,Average,5,5,Increase,0.45,0.5,0.0,0.31666666666666665
EMP0778,Medium,38,Poor,4,2,Decrease,0.7250000000000001,0.75,1.0,0.8250000000000001
EMP0779,Medium,21,Poor,1,5,Increase,0.5125,0.0,0.0,0.1708333333333333
EMP0780,High,59,Poor,3,3,Increase,0.9875,0.5,0.0,0.49583333333333335
EMP0781,High,47,Poor,3,2,Decrease,0.8375,0.625,1.0,0.8208333333333333
EMP0782,High,21,Good,1,3,Increase,0.012500000000000011,0.25,0.0,0.08750000000000001
EMP0783,Low,26,Poor,1,1,Increase,0.575,0.5,0.0,0.35833333333333334
EMP0784,Medium,58,Good,2,2,No Change,0.4750000000000001,0.5,0.5,0.4916666666666667
EMP0785,High,42,Poor,3,3,Decrease,0.775,0.5,1.0,0.7583333333333333
EMP0786,Low,30,Good,5,3,Decrease,0.125,0.75,1.0,0.625
EMP0787,Medium,46,Poor,1,4,Increase,0.8250000000000001,0.125,0.0,0.3166666666666667
EMP0788,High,48,Average,3,3,Decrease,0.6000000000000001,0.5,1.0,0.7000000000000001
EMP0789,Medium,38,Poor,2,2,Decrease,0.7250000000000001,0.5,1.0,0.7416666666666667
EMP0790,Low,26,Average,5,5,Decrease,0.325,0.5,1.0,0.6083333333333333
EMP0791,Medium,59,Poor,2,5,No Change,0.9875,0.125,0.5,0.5375
EMP0792,Medium,24,Good,2,1,Increase,0.050000000000000044,0.625,0.0,0.225
EMP0793,High,50,Average,2,1,No Change,0.625,0.625,0.5,0.5833333333333334
EMP0794,High,53,Average,3,2,Decrease,0.6625000000000001,0.625,1.0,0.7625000000000001
EMP0795,Low,48,Poor,4,5,No Change,0.8500000000000001,0.375,0.5,0.5750000000000001
EMP0796,Low,39,Average,4,4,No Change,0.48750000000000004,0.5,0.5,0.49583333333333335
EMP0797,Low,42,Good,5,3,No Change,0.275,0.75,0.5,0.5083333333333333
EMP0798,Medium,50,Good,4,4,No Change,0.375,0.5,0.5,0.4583333333333333
EMP0799,High,59,Good,3,4,Decrease,0.48750000000000004,0.375,1.0,0.6208333333333333
EMP0800,Low,20,Poor,3,1,Decrease,0.5,0.75,1.0,0.75
EMP0801,Medium,32,Good,5,5,Decrease,0.15000000000000002,0.5,1.0,0.5499999999999999
EMP0802,High,45,Average,1,2,No Change,0.5625,0.375,0.5,0.4791666666666667
EMP0803,Medium,45,Good,2,5,Increase,0.3125,0.125,0.0,0.14583333333333334
EMP0804,Low,39,Good,5,1,No Change,0.23750000000000004,1.0,0.5,0.5791666666666667
EMP0805,High,32,Average,5,4,Increase,0.4,0.625,0.0,0.3416666666666666
EMP0806,High,59,Poor,4,5,Increase,0.9875,0.375,0.0,0.45416666666666666
EMP0807,Medium,38,Poor,2,5,Decrease,0.7250000000000001,0.125,1.0,0.6166666666666667
EMP0808,Low,24,Good,5,5,Decrease,0.050000000000000044,0.5,1.0,0.5166666666666667
EMP0809,Medium,38,Poor,4,4,Increase,0.7250000000000001,0.5,0.0,0.4083333333333334
EMP0810,Low,36,Average,4,3,No Change,0.45,0.625,0.5,0.525
EMP0811,Low,56,Poor,4,5,No Change,0.9500000000000001,0.375,0.5,0.6083333333333334
EMP0812,High,35,Poor,4,5,No Change,0.6875,0.375,0.5,0.5208333333333334
EMP0813,Medium,22,Poor,2,5,Decrease,0.525,0.125,1.0,0.5499999999999999
EMP0814,Low,40,Poor,2,5,Increase,0.75,0.125,0.0,0.2916666666666667
EMP0815,Medium,22,Average,2,1,No Change,0.275,0.625,0.5,0.4666666666666666
EMP0816,Medium,41,Poor,3,5,Decrease,0.7625000000000001,0.25,1.0,0.6708333333333334
EMP0817,Low,53,Good,1,4,No Change,0.4125000000000001,0.125,0.5,0.3458333333333334
EMP0818,Low,57,Good,2,2,No Change,0.4625,0.5,0.5,0.4875
EMP0819,Medium,51,Average,3,3,Decrease,0.6375000000000001,0.5,1.0,0.7125
EMP0820,Medium,20,Average,4,4,No Change,0.25,0.5,0.5,0.4166666666666667
EMP0821,High,56,Average,1,2,Decrease,0.7000000000000001,0.375,1.0,0.6916666666666668
EMP0822,Low,27,Average,1,3,Increase,0.3375,0.25,0.0,0.19583333333333333
EMP0823,High,29,Average,2,3,No Change,0.36250000000000004,0.375,0.5,0.41250000000000003
EMP0824,Low,52,Average,2,5,Decrease,0.65,0.125,1.0,0.5916666666666667
EMP0825,Low,45,Good,5,4,Decrease,0.3125,0.625,1.0,0.6458333333333334
EMP0826,Low,58,Average,4,5,No Change,0.7250000000000001,0.375,0.5,0.5333333333333333
EMP0827,High,23,Good,2,4,No Change,0.03750000000000003,0.25,0.5,0.2625
EMP0828,Medium,27,Average,2,4,No Change,0.3375,0.25,0.5,0.3625
EMP0829,Medium,59,Average,4,3,No Change,0.7375,0.625,0.5,0.6208333333333333
EMP0830,Medium,40,Average,3,4,Decrease,0.5,0.375,1.0,0.625
EMP0831,High,59,Poor,3,1,Increase,0.9875,0.75,0.0,0.5791666666666667
EMP0832,High,58,Average,1,4,No Change,0.7250000000000001,0.125,0.5,0.45
EMP0833,High,52,Average,1,2,Decrease,0.65,0.375,1.0,0.6749999999999999
EMP0834,High,57,Average,3,3,Increase,0.7125,0.5,0.0,0.4041666666666666
EMP0835,Medium,22,Average,2,5,Decrease,0.275,0.125,1.0,0.4666666666666666
EMP0836,Low,25,Good,3,5,No Change,0.0625,0.25,0.5,0.2708333333333333
EMP0837,Medium,57,Poor,1,1,No Change,0.9625,0.5,0.5,0.6541666666666667
EMP0838,Medium,55,Good,2,3,Increase,0.4375,0.375,0.0,0.2708333333333333
EMP0839,Medium,51,Poor,2,4,Decrease,0.8875000000000001,0.25,1.0,0.7125
EMP0840,High,32,Poor,3,1,Decrease,0.65,0.75,1.0,0.7999999999999999
EMP0841,Medium,47,Average,3,5,Increase,0.5875,0.25,0.0,0.2791666666666667
EMP0842,Low,42,Good,5,3,Decrease,0.275,0.75,1.0,0.6749999999999999
EMP0843,High,56,Poor,4,2,Decrease,0.9500000000000001,0.75,1.0,0.9
EMP0844,High,40,Average,1,2,Decrease,0.5,0.375,1.0,0.625
EMP0845,High,36,Average,4,1,No Change,0.45,0.875,0.5,0.6083333333333333
EMP0846,Low,31,Poor,3,5,Decrease,0.6375,0.25,1.0,0.6291666666666667
EMP0847,Medium,42,Good,3,5,No Change,0.275,0.25,0.5,0.3416666666666666
EMP0848,High,34,Good,1,5,Increase,0.17500000000000004,0.0,0.0,0.05833333333333335
EMP0849,High,56,Poor,4,3,Decrease,0.9500000000000001,0.625,1.0,0.8583333333333334
EMP0850,Medium,53,Average,4,2,Increase,0.6625000000000001,0.75,0.0,0.4708333333333334
EMP0851,High,25,Good,4,1,No Change,0.0625,0.875,0.5,0.4791666666666667
EMP0852,Low,31,Poor,2,3,Decrease,0.6375,0.375,1.0,0.6708333333333334
EMP0853,High,21,Poor,2,2,Increase,0.5125,0.5,0.0,0.33749999999999997
EMP0854,Medium,58,Poor,4,1,No Change,0.9750000000000001,0.875,0.5,0.7833333333333333
EMP0855,High,29,Poor,3,1,Increase,0.6125,0.75,0.0,0.45416666666666666
EMP0856,High,56,Average,4,1,Increase,0.7000000000000001,0.875,0.0,0.525
EMP0857,Low,48,Poor,3,1,No Change,0.8500000000000001,0.75,0.5,0.7000000000000001
EMP0858,Low,60,Average,3,1,Increase,0.75,0.75,0.0,0.5
EMP0859,High,26,Good,3,5,No Change,0.07500000000000001,0.25,0.5,0.27499999999999997
EMP0860,High,21,Good,3,1,No Change,0.012500000000000011,0.75,0.5,0.42083333333333334
EMP0861,High,20,Poor,3,3,No Change,0.5,0.5,0.5,0.5
EMP0862,Low,58,Poor,3,1,Increase,0.9750000000000001,0.75,0.0,0.5750000000000001
EMP0863,Medium,39,Poor,5,3,Increase,0.7375,0.75,0.0,0.49583333333333335
EMP0864,High,43,Poor,4,2,No Change,0.7875,0.75,0.5,0.6791666666666667
EMP0865,Medium,43,Poor,3,3,No Change,0.7875,0.5,0.5,0.5958333333333333
EMP0866,Low,28,Average,5,2,No Change,0.35000000000000003,0.875,0.5,0.5750000000000001
EMP0867,Low,24,Average,4,3,Decrease,0.30000000000000004,0.625,1.0,0.6416666666666667
EMP0868,Low,51,Good,2,4,Decrease,0.38750000000000007,0.25,1.0,0.5458333333333334
EMP0869,Medium,29,Poor,2,1,No Change,0.6125,0.625,0.5,0.5791666666666667
EMP0870,Low,55,Good,3,3,Decrease,0.4375,0.5,1.0,0.6458333333333334
EMP0871,Medium,40,Good,5,5,No Change,0.25,0.5,0.5,0.4166666666666667
EMP0872,High,43,Poor,3,1,Decrease,0.7875,0.75,1.0,0.8458333333333333
EMP0873,Medium,29,Average,5,1,Increase,0.36250000000000004,1.0,0.0,0.45416666666666666
EMP0874,High,48,Poor,4,1,No Change,0.8500000000000001,0.875,0.5,0.7416666666666667
EMP0875,Low,38,Poor,4,4,No Change,0.7250000000000001,0.5,0.5,0.5750000000000001
EMP0876,Low,42,Average,4,3,Decrease,0.525,0.625,1.0,0.7166666666666667
EMP0877,Low,34,Average,2,3,No Change,0.42500000000000004,0.375,0.5,0.43333333333333335
EMP0878,High,48,Good,1,3,No Change,0.3500000000000001,0.25,0.5,0.3666666666666667
EMP0879,Low,57,Average,3,4,No Change,0.7125,0.375,0.5,0.5291666666666667
EMP0880,High,59,Average,4,5,Decrease,0.7375,0.375,1.0,0.7041666666666666
EMP0881,Low,30,Poor,2,2,Increase,0.625,0.5,0.0,0.375
EMP0882,Low,29,Good,4,5,Increase,0.11250000000000004,0.375,0.0,0.1625
EMP0883,High,21,Poor,5,1,Increase,0.5125,1.0,0.0,0.5041666666666667
EMP0884,High,23,Poor,4,1,Increase,0.5375000000000001,0.875,0.0,0.4708333333333334
EMP0885,High,53,Average,3,2,Increase,0.6625000000000001,0.625,0.0,0.4291666666666667
EMP0886,High,30,Poor,3,1,No Change,0.625,0.75,0.5,0.625
EMP0887,Medium,60,Average,4,5,No Change,0.75,0.375,0.5,0.5416666666666666
EMP0888,Low,50,Good,2,2,Increase,0.375,0.5,0.0,0.2916666666666667
EMP0889,Low,31,Average,3,4,Decrease,0.3875,0.375,1.0,0.5875
EMP0890,Medium,49,Good,2,4,Decrease,0.36250000000000004,0.25,1.0,0.5375
EMP0891,Low,35,Average,4,4,Increase,0.4375,0.5,0.0,0.3125
EMP0892,Medium,26,Average,1,1,Increase,0.325,0.5,0.0,0.27499999999999997
EMP0893,Medium,60,Poor,4,2,No Change,1.0,0.75,0.5,0.75
EMP0894,Medium,30,Average,1,1,Decrease,0.375,0.5,1.0,0.625
EMP0895,High,25,Average,3,4,Increase,0.3125,0.375,0.0,0.22916666666666666
EMP0896,Medium,42,Average,1,2,Increase,0.525,0.375,0.0,0.3
EMP0897,Medium,46,Good,5,1,No Change,0.32500000000000007,1.0,0.5,0.6083333333333334
EMP0898,High,41,Poor,4,3,Increase,0.7625000000000001,0.625,0.0,0.4625000000000001
EMP0899,High,39,Good,4,4,No Change,0.23750000000000004,0.5,0.5,0.41250000000000003
EMP0900,High,58,Average,1,4,Increase,0.7250000000000001,0.125,0.0,0.2833333333333334
EMP0901,Medium,51,Average,1,3,Decrease,0.6375000000000001,0.25,1.0,0.6291666666666668
EMP0902,Medium,22,Average,3,2,No Change,0.275,0.625,0.5,0.4666666666666666
EMP0903,Medium,26,Poor,4,3,Increase,0.575,0.625,0.0,0.39999999999999997
EMP0904,High,25,Good,1,4,No Change,0.0625,0.125,0.5,0.22916666666666666
EMP0905,High,28,Average,1,4,Decrease,0.35000000000000003,0.125,1.0,0.4916666666666667
EMP0906,Low,54,Good,1,5,No Change,0.42500000000000004,0.0,0.5,0.30833333333333335
EMP0907,Medium,34,Poor,5,5,Decrease,0.675,0.5,1.0,0.725
EMP0908,Medium,28,Good,1,5,Increase,0.10000000000000003,0.0,0.0,0.03333333333333335
EMP0909,Low,37,Poor,3,2,Increase,0.7125,0.625,0.0,0.4458333333333333
EMP0910,Low,50,Good,3,3,Decrease,0.375,0.5,1.0,0.625
EMP0911,Low,21,Good,1,5,No Change,0.012500000000000011,0.0,0.5,0.1708333333333333
EMP0912,Medium,32,Good,2,5,No Change,0.15000000000000002,0.125,0.5,0.25833333333333336
EMP0913,Low,56,Poor,4,3,No Change,0.9500000000000001,0.625,0.5,0.6916666666666668
EMP0914,Medium,42,Poor,3,5,No Change,0.775,0.25,0.5,0.5083333333333333
EMP0915,Medium,22,Poor,3,3,Decrease,0.525,0.5,1.0,0.6749999999999999
EMP0916,Low,28,Average,2,5,Decrease,0.35000000000000003,0.125,1.0,0.4916666666666667
EMP0917,Medium,31,Average,3,5,Increase,0.3875,0.25,0.0,0.2125
EMP0918,High,59,Average,1,5,Decrease,0.7375,0.0,1.0,0.5791666666666667
EMP0919,Low,22,Average,1,5,Increase,0.275,0.0,0.0,0.09166666666666667
EMP0920,Low,21,Good,4,1,Increase,0.012500000000000011,0.875,0.0,0.29583333333333334
EMP0921,Medium,54,Average,1,4,Increase,0.675,0.125,0.0,0.26666666666666666
EMP0922,Medium,46,Average,2,5,Decrease,0.5750000000000001,0.125,1.0,0.5666666666666668
EMP0923,Low,56,Average,2,5,Increase,0.7000000000000001,0.125,0.0,0.275
EMP0924,High,48,Poor,3,3,Decrease,0.8500000000000001,0.5,1.0,0.7833333333333333
EMP0925,High,29,Good,5,3,Increase,0.11250000000000004,0.75,0.0,0.28750000000000003
EMP0926,Medium,59,Poor,2,5,No Change,0.9875,0.125,0.5,0.5375
EMP0927,High,46,Average,2,5,Decrease,0.5750000000000001,0.125,1.0,0.5666666666666668
EMP0928,Medium,27,Good,3,4,Decrease,0.08750000000000002,0.375,1.0,0.4875
EMP0929,Low,42,Good,1,4,Increase,0.275,0.125,0.0,0.13333333333333333
EMP0930,Low,39,Average,4,4,No Change,0.48750000000000004,0.5,0.5,0.49583333333333335
EMP0931,Low,34,Poor,2,1,No Change,0.675,0.625,0.5,0.6
EMP0932,Low,58,Poor,4,2,Increase,0.9750000000000001,0.75,0.0,0.5750000000000001
EMP0933,Low,36,Poor,4,4,No Change,0.7,0.5,0.5,0.5666666666666667
EMP0934,Medium,52,Good,1,2,Increase,0.4,0.375,0.0,0.25833333333333336
EMP0935,Medium,51,Average,4,2,Decrease,0.6375000000000001,0.75,1.0,0.7958333333333334
EMP0936,Low,31,Good,2,1,No Change,0.1375,0.625,0.5,0.42083333333333334
EMP0937,Medium,47,Average,3,3,Increase,0.5875,0.5,0.0,0.3625
EMP0938,Low,55,Good,1,1,Increase,0.4375,0.5,0.0,0.3125
EMP0939,High,53,Average,3,2,Decrease,0.6625000000000001,0.625,1.0,0.7625000000000001
EMP0940,Medium,40,Good,5,4,Increase,0.25,0.625,0.0,0.2916666666666667
EMP0941,High,46,Good,3,2,Decrease,0.32500000000000007,0.625,1.0,0.65
EMP0942,Medium,37,Average,5,3,Decrease,0.4625,0.75,1.0,0.7374999999999999
EMP0943,High,32,Average,4,3,No Change,0.4,0.625,0.5,0.5083333333333333
EMP0944,Medium,20,Good,2,5,No Change,0.0,0.125,0.5,0.20833333333333334
EMP0945,High,55,Good,3,2,Increase,0.4375,0.625,0.0,0.3541666666666667
EMP0946,High,36,Average,5,1,Increase,0.45,1.0,0.0,0.48333333333333334
EMP0947,Medium,48,Average,4,2,No Change,0.6000000000000001,0.75,0.5,0.6166666666666667
EMP0948,Medium,42,Poor,1,5,Decrease,0.775,0.0,1.0,0.5916666666666667
EMP0949,Low,33,Good,4,4,Decrease,0.16250000000000003,0.5,1.0,0.5541666666666667
EMP0950,Low,45,Good,1,4,Decrease,0.3125,0.125,1.0,0.4791666666666667
EMP0951,Medium,43,Good,1,4,Decrease,0.2875,0.125,1.0,0.4708333333333334
EMP0952,Low,59,Good,2,5,Decrease,0.48750000000000004,0.125,1.0,0.5375
EMP0953,High,26,Good,1,3,No Change,0.07500000000000001,0.25,0.5,0.27499999999999997
EMP0954,Low,47,Poor,1,5,Decrease,0.8375,0.0,1.0,0.6124999999999999
EMP0955,Medium,27,Good,2,2,Increase,0.08750000000000002,0.5,0.0,0.19583333333333333
EMP0956,High,50,Good,5,2,Increase,0.375,0.875,0.0,0.4166666666666667
EMP0957,Low,29,Average,3,2,No Change,0.36250000000000004,0.625,0.5,0.49583333333333335
EMP0958,Low,53,Poor,5,5,Increase,0.9125000000000001,0.5,0.0,0.4708333333333334
EMP0959,High,22,Good,4,3,Decrease,0.025000000000000022,0.625,1.0,0.5499999999999999
EMP0960,High,42,Good,3,4,Increase,0.275,0.375,0.0,0.21666666666666667
EMP0961,Medium,20,Average,4,1,Increase,0.25,0.875,0.0,0.375
EMP0962,Medium,20,Poor,5,2,Increase,0.5,0.875,0.0,0.4583333333333333
EMP0963,High,32,Average,3,4,Increase,0.4,0.375,0.0,0.25833333333333336
EMP0964,High,44,Average,1,3,Increase,0.55,0.25,0.0,0.26666666666666666
EMP0965,Medium,38,Poor,2,4,No Change,0.7250000000000001,0.25,0.5,0.4916666666666667
EMP0966,Low,44,Average,3,3,Decrease,0.55,0.5,1.0,0.6833333333333332
